Query_ID,Modelo,Stopwords_Removidas,Stemming_Aplicado,Top_10,P@10,R@10,F1@10,AP
25,Vetorial,1,0,"[('277', np.float64(0.2885), 3), ('215', np.float64(0.1923), 3), ('214', np.float64(0.1719), 3), ('482', np.float64(0.1657), 0), ('216', np.float64(0.16), 3), ('945', np.float64(0.1583), 0), ('988', np.float64(0.1566), 0), ('772', np.float64(0.1543), 0), ('121', np.float64(0.151), 0), ('990', np.float64(0.1441), 0)]",0.4,0.4444444444444444,0.4210526315789474,0.5345457969164688
26,Vetorial,1,0,"[('382', np.float64(0.3985), 0), ('4', np.float64(0.3717), 0), ('348', np.float64(0.3407), 0), ('307', np.float64(0.3246), 0), ('1355', np.float64(0.3118), 0), ('3', np.float64(0.3041), 0), ('145', np.float64(0.299), 1), ('611', np.float64(0.2966), 1), ('148', np.float64(0.2821), 0), ('389', np.float64(0.2729), 0)]",0.2,0.3333333333333333,0.25,0.1679595494111623
27,Vetorial,1,0,"[('1176', np.float64(0.3102), 0), ('1031', np.float64(0.277), 0), ('1178', np.float64(0.2613), 0), ('1129', np.float64(0.2417), 0), ('1133', np.float64(0.2262), 0), ('838', np.float64(0.2223), 0), ('888', np.float64(0.2103), 0), ('1035', np.float64(0.2015), 0), ('512', np.float64(0.1957), -1), ('247', np.float64(0.15), 0)]",0.0,0.0,0.0,0.09167253934695795
28,Vetorial,1,0,"[('1050', np.float64(0.2365), 0), ('247', np.float64(0.2238), 0), ('678', np.float64(0.1784), 0), ('250', np.float64(0.1676), 0), ('921', np.float64(0.1589), 0), ('1048', np.float64(0.1573), 0), ('674', np.float64(0.1525), 0), ('1075', np.float64(0.1523), 0), ('27', np.float64(0.1519), 0), ('699', np.float64(0.1519), 0)]",0.0,0.0,0.0,0.0022376359450662856
29,Vetorial,1,0,"[('465', np.float64(0.4232), 4), ('612', np.float64(0.3628), 2), ('420', np.float64(0.3121), 0), ('250', np.float64(0.2948), 2), ('211', np.float64(0.2684), 0), ('464', np.float64(0.2521), 4), ('513', np.float64(0.2423), -1), ('901', np.float64(0.2346), 0), ('900', np.float64(0.2326), 0), ('146', np.float64(0.2182), 0)]",0.4,0.4444444444444444,0.4210526315789474,0.4487546632941661
30,Vetorial,1,0,"[('513', np.float64(0.2093), -1), ('633', np.float64(0.203), 0), ('247', np.float64(0.1972), 0), ('602', np.float64(0.1909), 0), ('147', np.float64(0.1801), 0), ('465', np.float64(0.1787), 0), ('46', np.float64(0.1768), 0), ('921', np.float64(0.1695), 0), ('420', np.float64(0.166), 0), ('464', np.float64(0.1575), 2)]",0.1,0.14285714285714285,0.11764705882352941,0.053711433544945904
31,Vetorial,1,0,"[('247', np.float64(0.1951), 0), ('916', np.float64(0.1815), 0), ('918', np.float64(0.1745), 0), ('1341', np.float64(0.1713), 0), ('749', np.float64(0.1653), 0), ('751', np.float64(0.1615), -1), ('919', np.float64(0.1604), 0), ('228', np.float64(0.147), 0), ('551', np.float64(0.145), 0), ('1301', np.float64(0.1417), 0)]",0.0,0.0,0.0,0.0008077544426494346
32,Vetorial,1,0,"[('752', np.float64(0.554), -1), ('382', np.float64(0.2589), 0), ('921', np.float64(0.2232), 0), ('1186', np.float64(0.2169), 0), ('530', np.float64(0.1978), 0), ('801', np.float64(0.1841), 0), ('432', np.float64(0.176), 0), ('147', np.float64(0.1719), 0), ('472', np.float64(0.1697), 0), ('1112', np.float64(0.1688), 0)]",0.0,0.0,0.0,0.03972973145360146
33,Vetorial,1,0,"[('516', np.float64(0.4694), -1), ('431', np.float64(0.2998), 3), ('141', np.float64(0.2944), 4), ('252', np.float64(0.2879), 3), ('808', np.float64(0.2388), 0), ('1153', np.float64(0.2307), 0), ('791', np.float64(0.2232), 0), ('714', np.float64(0.2101), 0), ('672', np.float64(0.2093), 0), ('594', np.float64(0.205), 0)]",0.3,1.0,0.4615384615384615,0.6388888888888888
34,Vetorial,1,0,"[('610', np.float64(0.3467), 0), ('1153', np.float64(0.3254), 0), ('516', np.float64(0.2771), -1), ('799', np.float64(0.2576), 3), ('431', np.float64(0.2509), 3), ('252', np.float64(0.2467), 1), ('795', np.float64(0.2374), 0), ('1062', np.float64(0.2335), 0), ('1074', np.float64(0.2123), 0), ('594', np.float64(0.1931), 0)]",0.3,0.5,0.37499999999999994,0.2948257789344321
35,Vetorial,1,0,"[('1208', np.float64(0.2077), 0), ('875', np.float64(0.194), 0), ('1244', np.float64(0.1687), 0), ('75', np.float64(0.159), 0), ('654', np.float64(0.1574), 0), ('1389', np.float64(0.1422), 0), ('46', np.float64(0.1365), 0), ('1276', np.float64(0.1304), 0), ('151', np.float64(0.1287), 0), ('1327', np.float64(0.1271), 0)]",0.0,0.0,0.0,0.021380639227099846
36,Vetorial,1,0,"[('661', np.float64(0.1923), 0), ('550', np.float64(0.1839), 0), ('398', np.float64(0.1771), 0), ('283', np.float64(0.1669), 0), ('1268', np.float64(0.1649), 0), ('564', np.float64(0.1633), 0), ('546', np.float64(0.1587), 0), ('168', np.float64(0.157), 3), ('623', np.float64(0.1557), 0), ('123', np.float64(0.1539), 0)]",0.1,0.5,0.16666666666666669,0.06441570881226054
37,Vetorial,1,0,"[('186', np.float64(0.3711), 0), ('176', np.float64(0.3635), 0), ('519', np.float64(0.3244), -1), ('189', np.float64(0.3194), 0), ('487', np.float64(0.3148), 3), ('173', np.float64(0.3003), 2), ('188', np.float64(0.2988), 2), ('461', np.float64(0.2969), 0), ('409', np.float64(0.286), 3), ('179', np.float64(0.2775), 0)]",0.4,0.4444444444444444,0.4210526315789474,0.24194897267099144
38,Vetorial,1,0,"[('976', np.float64(0.258), 0), ('1141', np.float64(0.2434), 0), ('536', np.float64(0.2249), -1), ('272', np.float64(0.2095), 3), ('154', np.float64(0.207), 0), ('979', np.float64(0.1917), 0), ('433', np.float64(0.1766), 0), ('1211', np.float64(0.1759), 0), ('1239', np.float64(0.1746), 0), ('1264', np.float64(0.1631), 0)]",0.1,0.1,0.10000000000000002,0.04793466030886376
39,Vetorial,1,0,"[('272', np.float64(0.247), 1), ('315', np.float64(0.2369), 0), ('959', np.float64(0.2269), 0), ('1154', np.float64(0.208), 0), ('37', np.float64(0.2042), 0), ('1149', np.float64(0.2024), 0), ('418', np.float64(0.1885), 3), ('1264', np.float64(0.1851), 0), ('406', np.float64(0.1845), 0), ('1257', np.float64(0.1808), 3)]",0.3,0.23076923076923078,0.2608695652173913,0.20046473312151836
40,Vetorial,1,0,"[('37', np.float64(0.233), 0), ('272', np.float64(0.185), 3), ('1368', np.float64(0.1657), 0), ('536', np.float64(0.1597), -1), ('1264', np.float64(0.1521), 0), ('1205', np.float64(0.1488), 0), ('1257', np.float64(0.1476), 0), ('505', np.float64(0.136), 0), ('17', np.float64(0.1352), 0), ('1158', np.float64(0.1334), 0)]",0.1,0.08333333333333333,0.0909090909090909,0.06738819706239992
41,Vetorial,1,0,"[('289', np.float64(0.5483), 1), ('433', np.float64(0.3795), 2), ('432', np.float64(0.3417), 0), ('927', np.float64(0.3387), 0), ('1277', np.float64(0.2672), 0), ('549', np.float64(0.2561), 0), ('1141', np.float64(0.2312), 0), ('288', np.float64(0.2126), 1), ('229', np.float64(0.2028), 0), ('420', np.float64(0.1831), 0)]",0.3,1.0,0.4615384615384615,0.7916666666666666
42,Vetorial,1,0,"[('521', np.float64(0.5028), -1), ('526', np.float64(0.4767), 0), ('503', np.float64(0.3527), 0), ('469', np.float64(0.3157), 3), ('468', np.float64(0.3096), 2), ('440', np.float64(0.2879), 0), ('797', np.float64(0.2779), 0), ('496', np.float64(0.2673), 0), ('801', np.float64(0.2576), 0), ('467', np.float64(0.2446), 3)]",0.3,0.6,0.4,0.20319038336582196
43,Vetorial,1,0,"[('467', np.float64(0.2733), 1), ('469', np.float64(0.2636), 1), ('39', np.float64(0.2566), 3), ('194', np.float64(0.2443), 0), ('503', np.float64(0.2359), 3), ('404', np.float64(0.2027), 0), ('1210', np.float64(0.2002), 0), ('70', np.float64(0.1978), 0), ('526', np.float64(0.1961), 0), ('468', np.float64(0.1877), 1)]",0.5,0.8333333333333334,0.625,0.7229957805907173
44,Vetorial,1,0,"[('1190', np.float64(0.1437), 0), ('1199', np.float64(0.1239), 0), ('1148', np.float64(0.1175), 0), ('1031', np.float64(0.1138), 0), ('103', np.float64(0.1108), 0), ('583', np.float64(0.1098), 0), ('232', np.float64(0.1027), 0), ('27', np.float64(0.0967), 0), ('760', np.float64(0.089), 0), ('862', np.float64(0.0859), 0)]",0.0,0.0,0.0,0.002648773248318913
45,Vetorial,1,0,"[('305', np.float64(0.4021), 2), ('525', np.float64(0.3576), -1), ('123', np.float64(0.2681), 0), ('1185', np.float64(0.2507), 3), ('540', np.float64(0.2377), 0), ('84', np.float64(0.224), 0), ('1299', np.float64(0.2233), 0), ('353', np.float64(0.2229), 0), ('26', np.float64(0.1909), 0), ('37', np.float64(0.1821), 0)]",0.2,0.16666666666666666,0.1818181818181818,0.18450692986947906
46,Vetorial,1,0,"[('305', np.float64(0.3867), 2), ('525', np.float64(0.3801), -1), ('1185', np.float64(0.35), 4), ('123', np.float64(0.3344), 4), ('353', np.float64(0.2991), 0), ('37', np.float64(0.2963), 0), ('84', np.float64(0.2952), 4), ('623', np.float64(0.274), 3), ('983', np.float64(0.2533), 0), ('666', np.float64(0.2433), 0)]",0.5,0.3333333333333333,0.4,0.308429789045762
47,Vetorial,1,0,"[('568', np.float64(0.3784), 0), ('525', np.float64(0.3062), -1), ('305', np.float64(0.2931), 3), ('327', np.float64(0.2711), 0), ('310', np.float64(0.2264), 2), ('307', np.float64(0.219), 2), ('663', np.float64(0.213), 3), ('570', np.float64(0.2113), 2), ('260', np.float64(0.208), 0), ('1200', np.float64(0.2075), 0)]",0.5,0.35714285714285715,0.41666666666666663,0.3178129511335918
48,Vetorial,1,0,"[('526', np.float64(0.4424), -1), ('440', np.float64(0.3686), 3), ('797', np.float64(0.32), 3), ('683', np.float64(0.2846), 0), ('334', np.float64(0.2804), 0), ('222', np.float64(0.2306), 0), ('521', np.float64(0.2271), 0), ('26', np.float64(0.214), 0), ('707', np.float64(0.2076), 0), ('655', np.float64(0.1963), 0)]",0.2,0.18181818181818182,0.1904761904761905,0.16534151165620323
49,Vetorial,1,0,"[('527', np.float64(0.4508), -1), ('320', np.float64(0.316), 3), ('321', np.float64(0.2558), 0), ('322', np.float64(0.2467), 0), ('832', np.float64(0.2334), 0), ('366', np.float64(0.2154), 0), ('1235', np.float64(0.1991), 0), ('365', np.float64(0.1838), 0), ('150', np.float64(0.1713), 0), ('476', np.float64(0.1708), 0)]",0.1,0.5,0.16666666666666669,0.29
50,Vetorial,1,0,"[('1301', np.float64(0.2228), 0), ('1149', np.float64(0.1967), 0), ('27', np.float64(0.1964), 0), ('498', np.float64(0.1882), 0), ('248', np.float64(0.181), 0), ('1154', np.float64(0.1795), 0), ('192', np.float64(0.179), 0), ('326', np.float64(0.1758), 2), ('146', np.float64(0.171), 0), ('922', np.float64(0.1692), 0)]",0.1,0.16666666666666666,0.125,0.034268210399841674
51,Vetorial,1,0,"[('494', np.float64(0.3373), 2), ('326', np.float64(0.2448), 4), ('1301', np.float64(0.2177), 0), ('23', np.float64(0.2149), 2), ('261', np.float64(0.1977), 4), ('94', np.float64(0.1953), 1), ('498', np.float64(0.1944), 0), ('1214', np.float64(0.1894), 0), ('1149', np.float64(0.1813), 0), ('528', np.float64(0.1734), -1)]",0.5,0.5,0.5,0.5586534606768069
52,Vetorial,1,0,"[('1215', np.float64(0.2511), 0), ('326', np.float64(0.2423), 4), ('21', np.float64(0.2345), 2), ('306', np.float64(0.2119), 2), ('550', np.float64(0.2096), 0), ('22', np.float64(0.1797), 2), ('528', np.float64(0.1559), -1), ('629', np.float64(0.1545), 0), ('4', np.float64(0.1536), 0), ('1214', np.float64(0.1441), 0)]",0.4,1.0,0.5714285714285715,0.6458333333333333
53,Vetorial,1,0,"[('208', np.float64(0.4726), 4), ('267', np.float64(0.3187), 0), ('269', np.float64(0.3125), 0), ('61', np.float64(0.2966), 0), ('1273', np.float64(0.279), 0), ('298', np.float64(0.2731), 4), ('1236', np.float64(0.2683), 0), ('653', np.float64(0.2562), 0), ('1221', np.float64(0.2466), 0), ('1253', np.float64(0.233), 0)]",0.2,0.2,0.20000000000000004,0.2347917099584563
54,Vetorial,1,0,"[('123', np.float64(0.4599), -1), ('1185', np.float64(0.352), 0), ('84', np.float64(0.311), 2), ('305', np.float64(0.3096), 0), ('525', np.float64(0.3093), 0), ('666', np.float64(0.2737), 0), ('1213', np.float64(0.2702), 0), ('623', np.float64(0.2548), 0), ('1307', np.float64(0.2531), 0), ('564', np.float64(0.253), 0)]",0.1,0.1111111111111111,0.10526315789473685,0.09120697043339793
55,Vetorial,1,0,"[('460', np.float64(0.3683), 2), ('1149', np.float64(0.3216), 0), ('1154', np.float64(0.3206), 0), ('406', np.float64(0.3137), 0), ('959', np.float64(0.2743), 0), ('376', np.float64(0.2643), 4), ('17', np.float64(0.2362), 0), ('1301', np.float64(0.2304), 0), ('344', np.float64(0.2181), 0), ('798', np.float64(0.218), 0)]",0.2,0.2,0.20000000000000004,0.2325513298393222
56,Vetorial,1,0,"[('753', np.float64(0.3586), -1), ('202', np.float64(0.2182), 0), ('878', np.float64(0.207), 0), ('391', np.float64(0.2024), 0), ('1339', np.float64(0.1743), 3), ('1290', np.float64(0.1721), 0), ('1111', np.float64(0.1647), 0), ('783', np.float64(0.1633), 0), ('14', np.float64(0.163), 4), ('441', np.float64(0.161), 0)]",0.2,0.2,0.20000000000000004,0.14411632596124285
57,Vetorial,1,0,"[('753', np.float64(0.3663), -1), ('202', np.float64(0.2121), 0), ('878', np.float64(0.2081), 0), ('1275', np.float64(0.2052), 0), ('1111', np.float64(0.1888), 0), ('1339', np.float64(0.1881), 0), ('3', np.float64(0.1861), 0), ('380', np.float64(0.1847), 2), ('916', np.float64(0.1831), 0), ('856', np.float64(0.1798), 0)]",0.1,0.07142857142857142,0.08333333333333333,0.09435122185931834
58,Vetorial,1,0,"[('754', np.float64(0.2909), -1), ('270', np.float64(0.2726), 0), ('120', np.float64(0.26), 0), ('873', np.float64(0.199), 0), ('1084', np.float64(0.192), 0), ('1159', np.float64(0.1887), 0), ('1359', np.float64(0.1684), 0), ('509', np.float64(0.1658), 0), ('872', np.float64(0.1655), 0), ('788', np.float64(0.1624), 2)]",0.1,0.1111111111111111,0.10526315789473685,0.07849128676216753
59,Vetorial,1,0,"[('1176', np.float64(0.2879), 0), ('1084', np.float64(0.2856), 0), ('1359', np.float64(0.2799), 0), ('1055', np.float64(0.2774), 0), ('1116', np.float64(0.2748), 0), ('842', np.float64(0.2521), 0), ('932', np.float64(0.2383), 0), ('1046', np.float64(0.2353), 0), ('4', np.float64(0.2251), 0), ('458', np.float64(0.2222), 0)]",0.0,0.0,0.0,0.011664003372909045
60,Vetorial,1,0,"[('527', np.float64(0.5425), 3), ('320', np.float64(0.463), 4), ('322', np.float64(0.4052), -1), ('321', np.float64(0.4042), 0), ('107', np.float64(0.2374), 0), ('730', np.float64(0.2315), 0), ('350', np.float64(0.2014), 0), ('1240', np.float64(0.1997), 0), ('1281', np.float64(0.1969), 0), ('1235', np.float64(0.1956), 0)]",0.2,0.4,0.26666666666666666,0.46573529829343785
61,Vetorial,1,0,"[('539', np.float64(0.3716), -1), ('566', np.float64(0.3249), 2), ('564', np.float64(0.2925), 3), ('435', np.float64(0.2579), 0), ('333', np.float64(0.244), 0), ('1213', np.float64(0.2171), 0), ('784', np.float64(0.2009), 0), ('283', np.float64(0.1896), 0), ('662', np.float64(0.1855), 0), ('689', np.float64(0.1809), 0)]",0.2,0.4,0.26666666666666666,0.2655335792872793
62,Vetorial,1,0,"[('381', np.float64(0.3624), 0), ('105', np.float64(0.3373), 0), ('785', np.float64(0.3356), 0), ('787', np.float64(0.3354), 0), ('382', np.float64(0.3247), 0), ('428', np.float64(0.2831), 0), ('1383', np.float64(0.2813), 0), ('116', np.float64(0.28), 0), ('786', np.float64(0.275), 0), ('789', np.float64(0.2652), 0)]",0.0,0.0,0.0,0.03619893178716708
63,Vetorial,1,0,"[('843', np.float64(0.2439), 0), ('1116', np.float64(0.2134), 0), ('1045', np.float64(0.2131), 0), ('839', np.float64(0.2069), 0), ('1121', np.float64(0.1915), 0), ('1046', np.float64(0.1914), 0), ('472', np.float64(0.1878), 0), ('678', np.float64(0.1839), 0), ('1359', np.float64(0.1749), 0), ('1118', np.float64(0.1683), 0)]",0.0,0.0,0.0,0.007769615345372921
64,Vetorial,1,0,"[('390', np.float64(0.1725), 1), ('391', np.float64(0.1678), 2), ('878', np.float64(0.167), 0), ('1204', np.float64(0.1621), 0), ('202', np.float64(0.1586), 0), ('1111', np.float64(0.1514), 0), ('15', np.float64(0.1354), 0), ('239', np.float64(0.134), 0), ('1008', np.float64(0.1315), 0), ('593', np.float64(0.1297), 0)]",0.2,1.0,0.33333333333333337,1.0
65,Vetorial,1,0,"[('3', np.float64(0.568), 2), ('4', np.float64(0.3972), 3), ('393', np.float64(0.3941), 3), ('388', np.float64(0.3691), -1), ('664', np.float64(0.3656), 2), ('1386', np.float64(0.3079), 0), ('180', np.float64(0.3032), 3), ('1106', np.float64(0.2767), 0), ('569', np.float64(0.2738), 0), ('2', np.float64(0.2644), 2)]",0.6,0.4,0.48,0.4121578029121772
66,Vetorial,1,0,"[('305', np.float64(0.251), 0), ('128', np.float64(0.2505), 0), ('310', np.float64(0.2378), 0), ('590', np.float64(0.2254), 0), ('2', np.float64(0.2197), 0), ('4', np.float64(0.2146), 0), ('1182', np.float64(0.2131), 0), ('389', np.float64(0.2099), 0), ('133', np.float64(0.2012), 0), ('1253', np.float64(0.198), 0)]",0.0,0.0,0.0,0.12999377528789294
67,Vetorial,1,0,"[('3', np.float64(0.4625), 1), ('4', np.float64(0.4295), 3), ('393', np.float64(0.4261), 3), ('664', np.float64(0.3791), 2), ('180', np.float64(0.3279), 1), ('458', np.float64(0.3048), 0), ('128', np.float64(0.2895), 1), ('2', np.float64(0.2858), 1), ('389', np.float64(0.273), 3), ('388', np.float64(0.2611), -1)]",0.8,0.5714285714285714,0.6666666666666666,0.6434181942583947
68,Vetorial,1,0,"[('628', np.float64(0.3952), -1), ('662', np.float64(0.1828), 2), ('254', np.float64(0.1711), 0), ('974', np.float64(0.1636), 0), ('125', np.float64(0.1603), 0), ('397', np.float64(0.1551), 0), ('338', np.float64(0.1541), 0), ('272', np.float64(0.1535), 0), ('308', np.float64(0.1507), 0), ('365', np.float64(0.1431), 0)]",0.1,0.2,0.13333333333333333,0.12075073299038297
69,Vetorial,1,0,"[('4', np.float64(0.3448), 0), ('540', np.float64(0.2966), -1), ('365', np.float64(0.2784), 0), ('264', np.float64(0.272), 0), ('1138', np.float64(0.2687), 0), ('1383', np.float64(0.2663), 0), ('3', np.float64(0.2658), 0), ('105', np.float64(0.2645), 0), ('300', np.float64(0.2628), 0), ('664', np.float64(0.2595), 0)]",0.0,0.0,0.0,0.10855752091046211
70,Vetorial,1,0,"[('540', np.float64(0.3966), -1), ('180', np.float64(0.3545), 0), ('4', np.float64(0.3368), 0), ('327', np.float64(0.3349), 0), ('300', np.float64(0.3268), 0), ('349', np.float64(0.2936), 0), ('62', np.float64(0.2649), 2), ('3', np.float64(0.2597), 0), ('494', np.float64(0.2548), 0), ('359', np.float64(0.2519), 0)]",0.1,0.1,0.10000000000000002,0.11051916906073497
71,Vetorial,1,0,"[('540', np.float64(0.401), -1), ('305', np.float64(0.3829), 0), ('63', np.float64(0.362), 0), ('573', np.float64(0.3337), 0), ('26', np.float64(0.2991), 0), ('525', np.float64(0.294), 0), ('570', np.float64(0.2921), 0), ('1253', np.float64(0.291), 0), ('310', np.float64(0.2906), 0), ('170', np.float64(0.2846), 0)]",0.0,0.0,0.0,0.04607708512747127
72,Vetorial,1,0,"[('1078', np.float64(0.2084), 0), ('139', np.float64(0.207), 0), ('504', np.float64(0.1926), 0), ('666', np.float64(0.1805), 0), ('53', np.float64(0.1786), 0), ('1229', np.float64(0.1742), 0), ('668', np.float64(0.1726), 0), ('663', np.float64(0.1708), 4), ('1191', np.float64(0.1689), 0), ('9', np.float64(0.1685), 0)]",0.1,0.058823529411764705,0.07407407407407408,0.04524844751039765
73,Vetorial,1,0,"[('332', np.float64(0.3971), 2), ('541', np.float64(0.2954), -1), ('573', np.float64(0.2727), 3), ('577', np.float64(0.1703), 4), ('488', np.float64(0.1612), 0), ('574', np.float64(0.1585), 3), ('517', np.float64(0.1549), 0), ('1310', np.float64(0.1514), 0), ('572', np.float64(0.1444), 2), ('625', np.float64(0.1383), 2)]",0.6,0.3,0.4,0.3227452154408953
74,Vetorial,1,0,"[('1153', np.float64(0.2352), 0), ('26', np.float64(0.2316), 0), ('1161', np.float64(0.1891), 0), ('1142', np.float64(0.183), 0), ('68', np.float64(0.1787), 0), ('280', np.float64(0.1555), 0), ('625', np.float64(0.1527), 0), ('372', np.float64(0.1408), 0), ('1155', np.float64(0.1386), 0), ('904', np.float64(0.1352), 0)]",0.0,0.0,0.0,0.040951615866966364
75,Vetorial,1,0,"[('324', np.float64(0.2946), 3), ('323', np.float64(0.2109), 0), ('1393', np.float64(0.2101), 0), ('55', np.float64(0.2044), 0), ('629', np.float64(0.2025), 0), ('1395', np.float64(0.2016), 0), ('559', np.float64(0.2002), 0), ('630', np.float64(0.1749), -1), ('283', np.float64(0.1745), 0), ('565', np.float64(0.1717), 0)]",0.1,0.2,0.13333333333333333,0.23143342744692452
76,Vetorial,1,0,"[('630', np.float64(0.2986), -1), ('667', np.float64(0.2571), 2), ('565', np.float64(0.2469), 0), ('50', np.float64(0.2376), 0), ('1394', np.float64(0.2352), 0), ('55', np.float64(0.2193), 0), ('171', np.float64(0.2132), 0), ('1198', np.float64(0.2107), 0), ('668', np.float64(0.2094), 0), ('1264', np.float64(0.2052), 0)]",0.1,0.14285714285714285,0.11764705882352941,0.13660594205163037
77,Vetorial,1,0,"[('329', np.float64(0.4844), 4), ('667', np.float64(0.2898), 3), ('1395', np.float64(0.2591), 0), ('630', np.float64(0.2376), -1), ('668', np.float64(0.2371), 2), ('1264', np.float64(0.2351), 0), ('345', np.float64(0.1996), 0), ('335', np.float64(0.185), 0), ('1394', np.float64(0.1846), 0), ('572', np.float64(0.1768), 0)]",0.3,0.5,0.37499999999999994,0.549882585588926
78,Vetorial,1,0,"[('543', np.float64(0.3942), -1), ('589', np.float64(0.3816), 3), ('590', np.float64(0.3335), 3), ('588', np.float64(0.2839), 2), ('591', np.float64(0.2588), 0), ('578', np.float64(0.238), 0), ('237', np.float64(0.2375), 0), ('216', np.float64(0.224), 0), ('138', np.float64(0.2072), 0), ('576', np.float64(0.1889), 0)]",0.3,1.0,0.4615384615384615,0.6388888888888888
79,Vetorial,1,0,"[('748', np.float64(0.3659), 0), ('199', np.float64(0.32), 0), ('544', np.float64(0.2989), -1), ('597', np.float64(0.2554), 3), ('567', np.float64(0.2514), 0), ('1066', np.float64(0.249), 0), ('600', np.float64(0.2485), 0), ('599', np.float64(0.2423), 0), ('251', np.float64(0.2026), 0), ('755', np.float64(0.2), 0)]",0.1,0.2,0.13333333333333333,0.08487369209721918
80,Vetorial,1,0,"[('544', np.float64(0.221), -1), ('790', np.float64(0.1824), 0), ('748', np.float64(0.1778), 0), ('251', np.float64(0.1692), 0), ('599', np.float64(0.166), 0), ('600', np.float64(0.1481), 0), ('199', np.float64(0.1473), 0), ('878', np.float64(0.1253), 0), ('1066', np.float64(0.1153), 0), ('814', np.float64(0.108), 0)]",0.0,0.0,0.0,0.04692065378339889
81,Vetorial,1,0,"[('714', np.float64(0.2911), 0), ('631', np.float64(0.2311), -1), ('1153', np.float64(0.2055), 0), ('755', np.float64(0.1981), 0), ('799', np.float64(0.1895), 4), ('652', np.float64(0.1893), 0), ('598', np.float64(0.1778), 0), ('876', np.float64(0.1763), 0), ('809', np.float64(0.1747), 0), ('795', np.float64(0.1687), 0)]",0.1,0.5,0.16666666666666669,0.14347826086956522
82,Vetorial,1,0,"[('678', np.float64(0.3304), 3), ('1334', np.float64(0.2598), 0), ('1332', np.float64(0.2273), 0), ('1339', np.float64(0.2272), 0), ('699', np.float64(0.2171), 0), ('676', np.float64(0.2141), 2), ('465', np.float64(0.1958), 0), ('677', np.float64(0.1784), 2), ('632', np.float64(0.1733), -1), ('247', np.float64(0.1726), 0)]",0.3,0.6,0.4,0.3639038634321653
83,Vetorial,1,0,"[('1275', np.float64(0.3308), 0), ('753', np.float64(0.3198), 0), ('633', np.float64(0.2816), -1), ('428', np.float64(0.2728), 0), ('898', np.float64(0.257), 0), ('680', np.float64(0.2126), 2), ('224', np.float64(0.2086), 0), ('19', np.float64(0.1944), 0), ('1070', np.float64(0.1865), 0), ('657', np.float64(0.1863), 0)]",0.1,0.25,0.14285714285714288,0.06398854818405576
84,Vetorial,1,0,"[('398', np.float64(0.2522), 0), ('142', np.float64(0.2044), 3), ('294', np.float64(0.2043), 3), ('283', np.float64(0.203), 0), ('435', np.float64(0.1882), 0), ('1263', np.float64(0.1861), 0), ('564', np.float64(0.1842), 0), ('19', np.float64(0.1832), 0), ('872', np.float64(0.1758), 0), ('873', np.float64(0.1751), 4)]",0.3,0.2727272727272727,0.28571428571428564,0.23630179872937987
85,Vetorial,1,0,"[('418', np.float64(0.2619), 0), ('315', np.float64(0.2508), 0), ('272', np.float64(0.2381), 0), ('1264', np.float64(0.2212), 0), ('9', np.float64(0.2206), 0), ('1155', np.float64(0.209), 0), ('294', np.float64(0.2067), 0), ('84', np.float64(0.2047), 0), ('876', np.float64(0.2019), 0), ('795', np.float64(0.1993), 0)]",0.0,0.0,0.0,0.016031563254926877
86,Vetorial,1,0,"[('755', np.float64(0.4289), -1), ('594', np.float64(0.3), 3), ('790', np.float64(0.2642), 3), ('431', np.float64(0.2371), 0), ('600', np.float64(0.1954), 0), ('599', np.float64(0.1928), 0), ('188', np.float64(0.1727), 0), ('1153', np.float64(0.1706), 0), ('280', np.float64(0.1693), 0), ('179', np.float64(0.1659), 0)]",0.2,1.0,0.33333333333333337,0.5833333333333333
87,Vetorial,1,0,"[('1228', np.float64(0.3604), 0), ('334', np.float64(0.3065), 0), ('26', np.float64(0.2918), 0), ('797', np.float64(0.2711), 0), ('569', np.float64(0.2313), 0), ('439', np.float64(0.2291), 0), ('655', np.float64(0.2227), 0), ('1198', np.float64(0.2029), 0), ('2', np.float64(0.1983), 0), ('707', np.float64(0.1942), 0)]",0.0,0.0,0.0,0.010799954553124016
88,Vetorial,1,0,"[('617', np.float64(0.3996), 3), ('548', np.float64(0.3709), -1), ('616', np.float64(0.3636), 3), ('622', np.float64(0.3131), 0), ('613', np.float64(0.3104), 2), ('618', np.float64(0.2163), 4), ('162', np.float64(0.1995), 0), ('510', np.float64(0.1965), 0), ('614', np.float64(0.186), 2), ('1150', np.float64(0.1827), 0)]",0.5,0.8333333333333334,0.625,0.6723905723905723
89,Vetorial,1,0,"[('924', np.float64(0.2498), 0), ('200', np.float64(0.2444), 0), ('794', np.float64(0.2276), 2), ('793', np.float64(0.2268), 2), ('757', np.float64(0.2241), -1), ('801', np.float64(0.2157), 0), ('752', np.float64(0.2118), 0), ('205', np.float64(0.2115), 0), ('803', np.float64(0.2022), 0), ('797', np.float64(0.2008), 3)]",0.3,0.5,0.37499999999999994,0.23781733611545816
